image_idx,mean_iou,class_0_iou,class_0_gt_pixels,class_0_pred_pixels,class_1_iou,class_1_gt_pixels,class_1_pred_pixels,class_2_iou,class_2_gt_pixels,class_2_pred_pixels,class_3_iou,class_3_gt_pixels,class_3_pred_pixels,class_4_iou,class_4_gt_pixels,class_4_pred_pixels,class_5_iou,class_5_gt_pixels,class_5_pred_pixels,class_6_iou,class_6_gt_pixels,class_6_pred_pixels,class_7_iou,class_7_gt_pixels,class_7_pred_pixels,class_8_iou,class_8_gt_pixels,class_8_pred_pixels,class_9_iou,class_9_gt_pixels,class_9_pred_pixels,class_10_iou,class_10_gt_pixels,class_10_pred_pixels,class_11_iou,class_11_gt_pixels,class_11_pred_pixels,class_12_iou,class_12_gt_pixels,class_12_pred_pixels,class_13_iou,class_13_gt_pixels,class_13_pred_pixels,class_14_iou,class_14_gt_pixels,class_14_pred_pixels,class_15_iou,class_15_gt_pixels,class_15_pred_pixels,class_16_iou,class_16_gt_pixels,class_16_pred_pixels,class_17_iou,class_17_gt_pixels,class_17_pred_pixels,class_18_iou,class_18_gt_pixels,class_18_pred_pixels
66,0.4998671945423695,0.9060757987540721,696278,949700,0.16932519748016212,108893,30709,0.7589709329909855,503844,551437,nan,0,0,0.6018572967308085,133119,176540,0.3386674752102775,77286,49341,nan,0,1028,0.5755466444730272,30050,37781,0.8295805104797503,154945,155096,0.5173619202982987,4073,2551,0.0,0,58364,0.6342488899367362,20087,23604,nan,0,0,0.8734905539369285,49251,54741,nan,0,0,nan,0,0,0.0,0,1434,nan,0,0,0.29314830875975717,4443,4826
67,0.5282430011657752,0.9608963706250238,780885,956705,0.7141880458748526,51055,54408,0.8245735901943569,456658,471717,nan,0,0,0.7971711123942201,219135,277329,0.08425799036293709,20345,4310,0.0,14454,0,0.38886162904808635,17559,16413,0.8089938952374454,165970,183724,nan,0,0,0.0,0,1683,0.5935146377588,23530,29334,0.0,532,0,0.865588003157064,36107,35528,nan,0,0,nan,0,0,nan,0,0,nan,0,0,0.829113740502291,62340,66001
68,0.4031888644511303,0.9616311540401414,877893,1074979,0.5645605417876014,64960,66272,0.8601508570929922,503702,555840,0.0,1873,7976,0.0707382684068945,3177,11078,0.4408740026940213,60543,56376,0.36216494845360825,16333,10975,0.5244283781685924,38470,31062,0.8512325549575847,158593,178566,0.0,0,74,0.8230099502487562,24035,23072,0.47919070380748313,30797,44536,0.23735260555344237,4149,2357,0.0027716673999120104,22720,73,nan,0,0,0.0,0,2124,nan,0,0,nan,0,0,0.27291619860705457,14660,31792
69,0.4921745262832963,0.9854668928841821,869311,1065505,0.7187436708367738,55797,55637,0.9041329667364367,636250,699584,nan,0,0,nan,0,0,0.458094125775197,46693,43336,0.004952947003467063,2008,21,0.23595769682726203,2629,2630,0.7355186114596404,32690,35319,0.0,275,0,0.9348414599993776,127236,129256,0.528562538892346,5330,6952,nan,0,0,0.8919979312681683,53417,53484,nan,0,0,0.0,28928,0,0.0,0,5428,nan,0,0,nan,0,0
70,0.685236093608829,0.9800947641326698,828772,1045194,0.7208195916076064,64712,63429,0.8732503502162371,475597,560072,0.0,2085,0,0.5603323116631714,69817,47976,0.5145591077595767,45341,51039,0.46718191256200253,8455,4431,0.5623930351960711,23037,19011,0.9363293701575188,166980,171469,nan,0,3018,0.9630201414569346,27677,34248,0.802701018076044,20160,23222,nan,0,0,0.8421515204781157,73074,74043,nan,0,0,nan,0,0,nan,0,0,nan,0,0,nan,0,0
71,0.33576107451623066,0.972052323363773,871235,1084354,0.19446717120065454,16830,6553,0.906473761158431,776439,783614,0.0,0,1375,0.0,0,37959,0.15575237915763687,7754,5244,0.0,1155,427,0.08720862357473635,5973,23068,0.589449121522694,17738,18009,nan,0,0,0.905057166409806,27663,30824,0.4068543369320284,20047,22884,nan,0,0,0.7492714459810311,57337,75007,nan,0,0,0.03376095985233041,52873,3131,0.0,0,4594,nan,0,0,0.036068828590337526,3022,109
72,0.34120058833868405,0.965725407886963,865487,1068595,0.20398997284311676,22191,12415,0.9052859003561794,787886,783430,nan,0,0,0.0,0,16479,0.12072274803097492,10471,7303,0.0,1077,114,0.06206683592945859,5207,26848,0.5571022610271406,21831,17177,nan,0,0,0.8730562150954754,29824,31558,0.32868569294450845,21852,65438,0.15499092558983665,13412,2498,0.00028610256777054574,7147,6919,nan,0,0,0.35484770821347,53178,24824,0.0,0,1465,nan,0,0,0.5912490545953668,24717,32089
73,0.5154699334668958,0.9882035082778315,830984,1028146,0.6053301297756982,59398,42623,0.9007686858466559,701924,793240,nan,0,0,nan,0,0,0.40706195869420386,28424,37831,0.19387668560766685,6546,13711,0.3272889417360285,2455,2023,0.8249235038105556,101657,95192,nan,0,0,0.8473381294964029,13857,13182,0.019876781940009892,17227,6134,0.27807486631016043,1648,511,0.7928960101075362,65955,61468,nan,0,0,nan,0,0,nan,0,0,nan,0,0,0.0,684,3091
74,0.4892299077417506,0.9407591717695039,640576,856922,0.7416324562813189,189441,173337,0.8229501924775968,476405,551649,0.6305878415775314,71417,57085,0.0,0,22961,0.3773458123350132,34183,26521,0.0,0,39,0.6189094344715886,12439,12172,0.710169904818585,190206,234166,nan,0,0,0.5581890812250333,2903,4657,0.6473150866559333,98253,97968,0.0,526,1082,0.731969248257501,30769,28847,nan,0,0,nan,0,0,nan,0,0,0.0,2666,0,0.5586203862566539,12988,29746
75,0.4216969865119457,0.8100535900942011,625560,657272,0.5198725998953991,205308,347606,0.6826715232315017,195394,215272,0.0,0,4949,0.0,0,35899,0.5131255062014642,52946,54047,0.0,0,221,0.7286759024670727,48790,49579,0.8973857442139858,560564,618839,nan,0,0,nan,0,0,0.5732464346339227,58512,70915,0.0,1738,1974,0.42399367026011275,17695,15381,nan,0,0,nan,0,0,nan,0,0,0.4329352428986059,17926,12190,0.32179759727097446,15087,13008
76,0.42402386838685385,0.985357287111673,564185,817040,0.6876151706030423,79838,63739,0.8822339001860495,413373,500541,0.0,0,61458,0.0,341,63376,0.24765333676224766,36047,17653,nan,0,0,0.5766507177033493,11417,15776,0.9091978015458219,174737,187865,nan,0,0,0.0,361,0,0.4532549242783521,20221,61416,0.0,1218,0,0.9404525239276126,278369,307956,nan,0,0,0.0,1744,0,nan,0,0,nan,0,0,0.25391849529780564,468,332
77,0.500668908148712,0.9859029670913209,615607,862790,0.8029487285678787,33476,122441,0.8588134770451366,426208,440669,nan,0,0,0.0,0,23473,0.42851129507506663,11654,9152,nan,0,652,0.7370376625570005,10944,10029,0.8748852123383564,306127,340704,0.0,0,559,0.0,6080,602,0.5751301089445563,51908,62174,nan,0,0,0.7447974461652274,237492,202520,nan,0,0,nan,0,0,nan,0,0,nan,0,0,0.0,913,21387
78,0.46915623317698224,0.9451544206068919,506573,660545,0.6579736668191755,323210,251753,0.8270946166858573,502814,686625,0.0,0,25296,0.0,0,126407,0.3459946112900046,51612,35761,nan,0,0,0.680461811722913,14818,18214,0.8498690055815014,161026,154378,nan,0,0,0.4925468274982838,20163,12119,0.7184993953324814,96457,112583,0.0,911,0,0.7195984286337844,10596,9145,nan,0,0,0.0,0,64,nan,0,0,nan,0,0,0.3309944803068575,10070,4262
79,0.5294188749964167,0.8996925327112497,520069,750319,0.7870818405649668,331760,278042,0.8909039353737187,470534,495401,0.010140941904434514,4115,3021,0.0,0,6912,0.264809329877823,28631,20545,nan,0,0,0.7482925399384435,55066,67482,0.9227514218175861,206799,223278,nan,0,0,0.8689311910583304,11128,11237,0.7395035868537638,171076,211354,0.4995236583042236,8124,6042,0.12756872164398186,7439,1011,nan,0,0,0.0,0,975,nan,0,0,nan,0,0,0.652664549901313,19538,21533
80,0.5116101291048961,0.6511758941271836,390010,756487,0.2946143786409416,288285,94700,0.9127631325941051,519063,552557,0.0,2533,0,0.0,0,6597,0.21656453652368446,18522,7493,nan,0,0,0.6729307912817946,19206,19566,0.9214590652913226,242414,259535,nan,0,0,0.8160323267624092,18222,16599,0.8361810393294501,305435,342456,nan,0,0,0.0,1598,0,nan,0,0,nan,0,0,nan,0,0,nan,0,0,0.8176003847078624,36430,41162
81,0.5080071149516605,0.9760706827883479,665953,850674,0.8673961188105794,219376,247108,0.8943490137339944,447793,512080,0.0,8121,0,nan,0,0,0.5777703604806409,64322,66566,nan,0,0,0.6577540106951871,11456,9493,0.9288894177310756,235462,252922,0.0,0,5033,0.9014879425346332,7748,7661,0.6012165257919266,46707,60220,0.5237949658616121,8523,6613,0.12584645395011843,8601,31800,0.0004728000889976638,35956,17,nan,0,0,nan,0,0,0.0,3795,0,0.5650584318077952,29281,46965
82,0.5018976798272905,0.9231624127592396,638280,869479,0.6206524745823948,155207,135366,0.8791246666996443,585376,685927,nan,0,0,0.0,8130,79,0.4144773878776506,16604,16518,nan,0,0,0.4680012319063751,29919,21970,0.8437917847157939,91952,111093,0.0,13195,0,0.0,16465,0,0.5844415236328024,51781,83094,0.35185009487666036,16486,12011,0.8473220577871741,135345,129329,nan,0,0,nan,0,0,nan,0,0,nan,0,0,0.5918462029170412,22731,32286
83,0.5255352905909357,0.957245235405207,590465,787021,0.8892651560819357,165877,163605,0.8608696672868236,458030,601729,nan,0,0,0.7945104259876895,281923,306602,0.3059599874306065,7362,10061,nan,0,0,0.5657525708943596,38490,47977,0.0,2498,0,nan,0,0,0.6223850644612017,30760,24738,0.78490008895247,88679,135235,0.0,1797,0,nan,0,0,nan,0,0,nan,0,0,nan,0,0,nan,0,0,0.0,1110,20184
84,0.3714036142538334,0.9394432401702726,416446,603111,0.9110144090939366,175101,181688,0.5525838749185591,388752,806071,0.0,0,35815,0.19056892903568615,419941,93355,0.3773965691220989,8305,11603,0.0,0,564,0.5165084720625858,61781,113465,0.6292372881355932,11255,7201,nan,0,0,0.14457230082780484,33079,5912,0.869584618583856,203312,233988,0.0,726,0,0.05076551168412571,1173,131,nan,0,0,nan,0,0,0.0,0,27,nan,0,0,0.38937900017298044,4672,4221
85,0.4793999611679138,0.9048070044161134,611395,818058,0.19058339342561162,48291,25821,0.8995239015729146,651997,754433,0.0,0,98116,0.0,0,15398,0.3193390166997548,26487,21273,nan,0,0,0.5878602529545925,17659,12974,0.6561950050548545,19800,25057,nan,0,0,0.9479352526080597,61045,68786,0.7158300169337969,169806,197162,0.0,2353,0,0.20024992189940644,3191,651,nan,0,0,nan,0,0,nan,0,0,nan,0,0,0.8098757296177744,57385,59423
86,0.49650181190962545,0.9063130153253272,669205,889011,0.2508996463998498,58919,24394,0.9046056794250692,518470,524289,0.0,5759,0,nan,0,0,0.29932990307526625,11791,10271,0.0,0,1874,0.5249902381882078,13795,12326,0.7274236584642751,44502,43770,nan,0,0,0.8677080075070378,46243,53413,0.7615363959348922,414941,442921,0.0,8312,2924,0.8604064344613166,20417,21187,nan,0,0,nan,0,0,nan,0,0,nan,0,0,0.35131057604388904,27330,70772
87,0.38323342529437165,0.9558343452340999,785087,1019054,0.13684609552691432,23180,6153,0.8923359979698008,513854,558134,0.0,5957,4274,0.0,0,2,0.34872666847006994,21464,14032,0.0,350,0,0.6270152505446623,16915,24905,0.7885242308212502,191906,197603,0.0,0,2031,0.0,3235,0,0.3992817154325552,17444,9069,0.0,409,0,0.8654939822774765,212730,222977,nan,0,0,nan,0,0,nan,0,0,nan,0,0,0.7344430931387453,30097,38918
88,0.43615204080261916,0.944645110642014,754584,957436,0.6670422426392475,138033,122419,0.865537836656698,542653,585873,0.2706441511966003,57811,56927,0.0,0,19991,0.43415871439213877,41520,50097,0.21071301880099327,5533,1293,0.36354526222024275,7306,5174,0.8832788316966301,190505,196358,0.0,1769,0,0.7301715438950555,9827,8429,0.11574397485155431,18624,8136,0.0,2847,6021,0.7459735169225358,65826,73177,nan,0,0,nan,0,0,nan,0,0,nan,0,0,0.3108264081255771,5536,5821
89,0.47871861018771694,0.9808512386723852,564956,775068,0.715967782713909,189936,144068,0.8611993035245551,578181,677109,0.0,0,863,0.0,0,17260,0.4398122435817045,42845,37720,nan,0,0,0.48796279945847315,12997,12970,0.7832868483158121,160984,191644,nan,0,0,0.6685634975711312,6991,5473,0.18897458129877243,19943,6935,nan,0,0,0.9595847237671487,201573,219764,nan,0,0,nan,0,0,nan,0,0,0.0,6441,0,0.13713891353642907,7303,8278
90,0.4344585971790427,0.977089014829917,872806,1056443,0.7526056304099954,110975,118558,0.8480550450873969,525112,617803,nan,0,0,0.0,0,1047,0.41182930905502413,47639,45225,nan,0,0,0.684436198079082,53039,57915,0.7473738119625545,74942,75296,nan,0,1832,0.0,96,340,0.5643651386630334,58361,49380,nan,0,0,0.770287984924829,44599,42384,nan,0,0,0.0,0,2025,0.0,0,1164,0.0,15804,0,0.32637822749476625,10349,27740
91,0.4245218963242101,0.9763134127430432,518433,886042,0.9373161615640366,131046,133466,0.9014919416178268,574295,629365,nan,0,0,0.0,0,6,0.34051593323216994,25029,17181,0.0,332,0,0.3402475744396119,5767,7631,0.470335339638865,1125,764,nan,0,0,0.593747517910756,50083,52346,0.32283288650580877,5642,6200,0.0,2209,0,0.7966182651891479,53774,59944,0.0,7093,0,nan,0,0,0.8994136432155292,304516,303410,0.0,553,0,0.21351766513056836,803,797
92,0.45820551265218135,0.9718300054530056,678382,973553,0.7321227914983145,152404,139621,0.8606196851256035,638100,647589,0.0,0,7517,0.0,0,1038,0.4995561130946637,68799,93319,0.05943798734735913,6733,775,0.555496000659685,21906,16165,0.6954793424932256,60284,83422,nan,0,0,0.9406695572983921,72536,78648,0.7200252684775742,18590,24234,0.3158058979559994,6106,2327,0.5981073310972688,24328,15710,nan,0,0,nan,0,0,0.0,0,1248,0.0,1072,0,0.3821382219338092,5257,11986
93,0.46686530328626485,0.9302056236838846,757843,1001378,0.13841435408116398,131576,22514,0.878008751031594,625088,610149,0.0,0,29237,0.0,0,93195,0.13566418055285995,28993,12428,0.0,0,31,0.5536060697503987,18149,30001,0.6293425494935774,39212,49241,nan,0,0,0.9011733944509902,60656,61826,0.48843169360005695,7934,13032,nan,0,0,0.947537022790653,160573,174120,nan,0,0,nan,0,0,nan,0,0,nan,0,0,nan,0,0
94,0.5171525888464638,0.9746231924026955,664670,847764,0.0,427,289,0.9463010410974436,615437,656898,0.0,1319,439,nan,0,0,0.06928096603037141,15953,1580,nan,0,0,0.7679748062015503,16679,24431,0.8706104576285739,63871,68761,nan,0,0,0.9157975296337166,55184,57888,0.0,177,78,0.40731776765375854,4135,5785,0.9296775178988356,389206,424653,nan,0,0,nan,0,0,nan,0,0,nan,0,0,0.32424778761061945,3631,8586
95,0.4465951460054085,0.9587502105440459,468272,645450,0.7502442064638305,163005,170102,0.9258104020882922,374299,440744,0.0,0,9432,0.036674396633170146,1791,261992,0.45606513983197144,27164,25062,0.0,0,203,0.6267293485560779,6402,6653,0.9256990392323431,80652,100507,nan,0,0,0.23399182561307902,2662,1637,0.08502354219485693,10592,1391,0.17939671899805962,3347,10187,0.8999976340880592,388921,420461,nan,0,0,nan,0,0,nan,0,0,nan,0,0,0.17394957983193277,860,3331
96,0.5318290873988107,0.9833294455351879,615127,798374,0.8524430005311292,236669,247976,0.8670012088955238,452977,496811,0.6013605680109125,52785,42826,0.5181697660252965,131064,86690,0.5545659116327328,60454,57520,nan,0,0,0.05443322109988777,1227,652,0.756662842840755,189756,257401,nan,0,0,0.5631820530747484,19019,33746,0.6195323425152037,49112,57532,nan,0,0,0.0,513,0,nan,0,0,nan,0,0,nan,0,0,0.0,817,0,0.5430977760231609,10583,17624
97,0.4238442878451954,0.9668827778332468,598952,775830,0.44325917156717665,226456,116773,0.7321633389586575,529217,463583,0.0,0,34989,0.0,0,322788,0.36798794392338047,41346,40902,0.0,853,0,0.5458152095980116,20152,12349,0.8720712729236169,139416,154137,0.015887677812673195,5413,86,0.8432733030392751,77629,68842,0.7053852944885862,43153,53816,nan,0,0,0.8649383275333072,45012,51734,nan,0,0,nan,0,0,0.0,0,1317,nan,0,0,0.0,1184,6
98,0.4927573962530552,0.8862663855896165,572409,685277,0.45633528554865177,97622,180540,0.5632505930034927,41622,68793,0.0,0,824,0.5326950811623554,51505,68419,0.3496838619028503,29438,27040,0.6386054996284035,13148,11462,0.764646371746528,8434,11361,0.8784538877322903,393159,402828,0.7191145713698515,78090,65520,0.9167312761668476,192148,199661,0.6685006990034091,178986,241585,0.34883948136052145,58663,40530,0.0,0,7133,nan,0,0,0.0,0,6415,0.0,0,501,nan,0,0,0.65375274208712,57304,79263
99,0.5779746588198998,0.9566647790877608,683823,842563,0.819307734943904,91225,103620,0.8008221877790666,181329,176959,0.0,0,154,0.7394136718471421,274800,371188,0.28968873381691307,40696,33759,0.4369492994366604,6037,3911,0.28875817697256845,70763,28713,0.8796344458019331,306522,336954,nan,0,0,0.9247937679956192,112349,113202,0.6442230211368003,51106,59276,nan,0,0,0.7334147458403297,30313,26810,nan,0,0,nan,0,0,nan,0,0,nan,0,0,0.0,0,43
